Chromosome	Position	GeneID	truth	cufflinks
chr1	129711847	GENE.896	81.9747355567391	2.1697850425
chr1	129765349	GENE.897	465.9077320992756	21.1214013963
chr1	129850762	GENE.898	25.171321303953242	0.6102585084
chr1	129999882	GENE.899	206.11208823721086	4.8445829264
chr1	130098937	GENE.900	7.6864740526798645	0.2187398513
chr1	130140757	GENE.901	166.29300693007625	4.0392178004
chr1	130181340	GENE.902	76.70268382442298	1.9016179289
chr1	130228167	GENE.903	2042.1662373398244	93.0953767249
chr1	130308694	GENE.905	3765.8546781328196	110.164063614
chr1	130484775	GENE.906	1122.773236669658	30.055917143
chr1	132285104	GENE.908	571.9185653396293	17.5674054069
chr1	132473282	GENE.910	34.91790572603833	0.8729270038
chr1	132628552	GENE.918	297.7881147256861	7.4518659772
chr1	132697478	GENE.919	151.9802165436166	4.7808942501
chr1	132697478	GENE.920	300.13851062845185	7.2715423588
chr1	132762353	GENE.922	454.0913857412596	17.2201779552
chr1	132778650	GENE.923	412.8610002668519	26.30736874
chr1	132829232	GENE.925	127.10607956125878	3.4558508399
chr1	132916421	GENE.926	82.8091040744301	2.569103266
chr1	132950280	GENE.927	243.55971930073247	5.8260837709
chr1	133049783	GENE.929	488.60908810838225	13.0676225571
chr1	133049783	GENE.930	281.55212142356714	7.8491844824
chr1	133072986	GENE.931	234.0254816567758	5.9083873067
chr1	133181827	GENE.933	45.596215068716226	1.1359520294
chr1	133495690	GENE.935	277.0688525450081	6.5391586854
chr1	133640598	GENE.938	81.9397842923501	2.0266517816
chr1	133724588	GENE.940	525.0444586456446	16.0428598107
chr1	133763853	GENE.941	77.68359674771773	2.4381687296
chr1	133807034	GENE.942	206.44789971215133	5.0021065124
chr1	133867185	GENE.945	1172.8700237629096	36.9619524331
chr1	134088012	GENE.950	542.6145026405203	15.1045271303
chr1	134094664	GENE.951	107.24084073498368	7.4647999019
chr1	134212701	GENE.954	161.05817628400527	3.9947642978
chr1	134406001	GENE.959	1181.7419793167826	350.8610439652
chr1	134625929	GENE.964	17.9446511501272	0.5140181545
chr1	134776931	GENE.965	697.1428279578405	18.1184369304
chr1	134942588	GENE.967	393.01610403043196	105.7414304074
chr1	135027742	GENE.968	541.1022801114942	12.3942230684
chr1	135142673	GENE.969	35.085472246106825	0.6774758559
chr1	135142673	GENE.970	34.01778273686132	0.9619395606
chr1	135206399	GENE.972	379.24667941787277	10.3653037156
chr1	135223788	GENE.973	22.780477535160085	1.0054765793
chr1	135247142	GENE.974	92.55690831959208	2.379549777
chr1	135260148	GENE.976	141.57637523094567	3.5061314495
chr1	135552455	GENE.980	198.29987516773195	0.3774851739
chr1	135575605	GENE.981	23.98711949567789	0.744023329
chr1	135599250	GENE.984	82.21338443465717	2.0151610321
chr1	135793770	GENE.986	279.7959396312297	10.8273523188
chr1	135793770	GENE.987	252.7068623365118	3.1800230709
chr1	135971441	GENE.991	162.5968913835891	4.2062553625
chr1	136007818	GENE.992	469.6041813599076	15.7546265959
chr1	136090024	GENE.994	73.05442351872699	1.0162343769
chr1	136095798	GENE.995	23.481278683933247	0.4068058102
chr1	136193359	GENE.998	72.1897629012195	1.6345889427
chr1	136242673	GENE.1000	165.01883807980116	4.179057056
chr1	136282516	GENE.1001	105.28008622437035	2.9074057933
chr1	136302566	GENE.1002	499.66808571233815	12.9729385972
chr1	136312043	GENE.1003	157.9069126039668	4.5335063534
chr1	136352131	GENE.1004	199.10436959987183	4.6415568814
chr1	136437521	GENE.1006	53.80531836875906	1.6926560583
chr1	136676299	GENE.1011	117.32426680735391	2.7260575975
chr1	136859153	GENE.1012	76.7935035105551	2.4434447306
chr1	136882929	GENE.1013	221.77553251636817	5.2903223193
chr1	137043410	GENE.1016	181.88010087050162	5.1459123077
chr1	137056826	GENE.1017	39.48429932076416	1.0128887472
chr1	137150150	GENE.1019	331.42966727147973	8.727017444
chr1	137159275	GENE.1020	96.40940745562139	2.6526061994
chr1	137198111	GENE.1022	55.35043656255475	1.3945104187
chr1	137221389	GENE.1023	188.95102924527004	4.6290100931
chr1	137625773	GENE.1027	55.629227466005126	1.3272339401
chr1	137662661	GENE.1028	108.68649859083571	2.9648705871
chr1	137696087	GENE.1030	225.83028615275558	7.1029098625
chr1	137732910	GENE.1032	162.37544638034282	5.155547927
chr1	137914577	GENE.1044	30.096582192570708	1.3986829628
chr1	137914732	GENE.1045	145.91068898123123	3.223311904
chr1	137947380	GENE.1046	290.694224461432	0.3084440879
chr1	137949477	GENE.1047	443.9141651238492	12.3682320827
chr1	137949477	GENE.1048	128.91126509403	3.5986735184
chr1	138155490	GENE.1055	0.8235507913585571	1.6708008857
chr1	138308492	GENE.1057	83.30373564007522	2.0414660503
chr1	138521477	GENE.1060	1384.5221922870378	33.3328894183
chr1	138580205	GENE.1063	104.73054670318065	4.6395613637
chr1	138740160	GENE.1065	0.0	9.4556807841
chr1	138740160	GENE.1066	797.4372453577731	26.9358275629
chr1	139863031	GENE.1067	22.676570960013397	0.4297303166
chr1	139863215	GENE.1068	1878.702366375837	0.5603273758
chr1	139959435	GENE.1070	72.33629821258702	1.5641684619
chr1	139959435	GENE.1071	239.76117291775088	6.1497355927
chr1	140721762	GENE.1076	1411.7147254125005	35.0532885324
chr1	140748555	GENE.1078	231.17755002572486	5.41849228
chr1	140860285	GENE.1079	107.15160294278161	2.6941406053
chr1	141094830	GENE.1081	289.5096883729486	7.1988655214
chr1	141276028	GENE.1082	36.64508631775669	1.0378531827
chr1	141318959	GENE.1083	275.28950859564	6.4868252796
chr1	141351349	GENE.1084	184.60470573509974	4.4354059436
chr1	141594495	GENE.1088	1265.531933430706	40.072356751
chr1	141594495	GENE.1089	543.4579437592705	21.36019483
chr1	141706868	GENE.1090	246.18787992696872	6.3896400615
chr1	141982431	GENE.1091	121.66288483382633	3.183491497
chr1	142466752	GENE.1093	53.707668063189615	1.4684535988
chr1	145454628	GENE.1094	121.42026662006495	3.0807725743
chr1	145586478	GENE.1096	747.4325030290346	16.3773156966
chr1	145586744	GENE.1098	928.535778511985	25.7572094137
chr1	145597920	GENE.1100	369.1916914064316	8.7431817393
chr1	145624407	GENE.1101	173.8280950000968	4.5647739896
chr1	145985796	GENE.1104	59.903494064528005	1.7498985151
chr1	146091798	GENE.1105	490.85553599569664	15.1640125814
chr1	146599970	GENE.1106	6974.238227647881	226.3258251799
chr1	148342795	GENE.1107	150.2453405807127	4.0819295136
chr1	151676751	GENE.1109	188.92989513883774	4.3090235968
chr1	151947253	GENE.1111	16.312509067167003	0.4065481896
chr1	152166546	GENE.1113	88.59683537865698	2.2290933563
chr1	152208440	GENE.1115	199.19027588519194	4.4016227433
chr1	152208440	GENE.1116	69.53864403611982	1.9834587554
chr1	152296541	GENE.1118	267.43347816293755	6.4927684471
chr1	152985163	GENE.1121	83.83303392304126	2.1946285929
chr1	153191627	GENE.1122	307.5231765938502	7.8681411014
chr1	153191627	GENE.1124	161.92959705901504	4.5779359802
chr1	153214828	GENE.1125	203.55465318897123	4.9199944489
chr1	153275777	GENE.1126	280.9048140978115	7.3334377388
chr1	153731653	GENE.1130	286.67853143576053	6.9251905937
chr1	154217865	GENE.1131	60.047749298467856	1.4101338012
chr1	154246996	GENE.1132	7.6940544018442445	0.3096679647
chr1	154684124	GENE.1137	759.6645933679963	16.7667369321
chr1	154684124	GENE.1138	231.3050736238686	7.1938819352
chr1	154802230	GENE.1140	109.32365151644832	2.4820768775
chr1	154969885	GENE.1141	266.87326771594667	6.2529013905
chr1	155302887	GENE.1145	218.50270195276093	5.0326707903
chr1	155350145	GENE.1146	310.6365493848527	7.7085417309
chr1	155568369	GENE.1148	103.94514606450906	2.5359881357
chr1	155596555	GENE.1150	23.82300771266339	0.5440132572
chr1	155696671	GENE.1152	75.68744905561029	0.2986619129
chr1	155721474	GENE.1153	0.14194781260719974	0.6344246967
chr1	155738775	GENE.1154	11.027238393597262	13.7794519666
chr1	156088650	GENE.1157	156.23730293049124	5.7274040379
chr1	156943496	GENE.1159	24.73618612060177	38.1197400499
chr1	156975007	GENE.1160	166.26965660387083	3.8615625561
chr1	157005832	GENE.1161	98.46438904408936	2.4385723508
chr1	157122786	GENE.1162	80.84979874258266	1.715852691
chr1	157405249	GENE.1165	254.1106218217278	8.0603222051
chr1	157625284	GENE.1168	8348.55827659226	248.3079497115
chr1	157692093	GENE.1169	123.75452349939772	3.0416728712
chr1	157551728	GENE.1170	4.125979088386514	7.6553648939
chr1	3660632	"CUFF.2.1"	0	7.7027985921
chr1	4868115	"CUFF.7.2"	0	0.2366248764
chr1	4280926	"CUFF.9.1"	0	3.1657428373
chr1	4280926	"CUFF.9.2"	0	4.3903770961
chr1	4333716	"CUFF.9.3"	0	3.1552291057
chr1	13615979	"CUFF.30.2"	0	5.2335762407
chr1	9543704	"CUFF.27.1"	0	3.388119309
chr1	16530874	"CUFF.46.1"	0	0.9726333394
chr1	12856630	"CUFF.55.1"	0	5.155985567
chr1	12856630	"CUFF.55.2"	0	6.2263114727
chr1	12856630	"CUFF.55.3"	0	5.4087554702
chr1	20720986	"CUFF.59.1"	0	3.8522906986
chr1	33818621	"CUFF.82.1"	0	0.2936572798
chr1	33908897	"CUFF.85.1"	0	4.9115280838
chr1	33908897	"CUFF.85.2"	0	4.9034011169
chr1	38235291	"CUFF.107.1"	0	0.2462467497
chr1	38261763	"CUFF.108.1"	0	0.3023155893
chr1	39429538	"CUFF.113.1"	0	0.2577377022
chr1	40162228	"CUFF.119.1"	0	0.3501002067
chr1	39957757	"CUFF.136.2"	0	24.7365951327
chr1	39957757	"CUFF.136.3"	0	15.5571201451
chr1	39957757	"CUFF.136.4"	0	25.5735371006
chr1	50984366	"CUFF.145.1"	0	7.2848417887
chr1	50984366	"CUFF.145.3"	0	4.8068569586
chr1	51806609	"CUFF.146.2"	0	6.9884224995
chr1	52687548	"CUFF.151.1"	0	5.3506967523
chr1	53263788	"CUFF.156.1"	0	0.3670993595
chr1	52716838	"CUFF.158.2"	0	44.0713995459
chr1	52720163	"CUFF.158.3"	0	46.1098435938
chr1	53603996	"CUFF.160.1"	0	0.4133655158
chr1	53634032	"CUFF.162.1"	0	0.2878944854
chr1	53680348	"CUFF.164.1"	0	0.2918688963
chr1	53468525	"CUFF.161.1"	0	0.2156494181
chr1	53494276	"CUFF.163.1"	0	0.1891605295
chr1	53552541	"CUFF.165.1"	0	0.2542551302
chr1	59177792	"CUFF.195.1"	0	5.0427466407
chr1	59177792	"CUFF.195.2"	0	4.2138511884
chr1	60352740	"CUFF.203.1"	0	0.2485169085
chr1	58770129	"CUFF.205.1"	0	14.431274478
chr1	58770129	"CUFF.205.3"	0	13.9136122818
chr1	58770129	"CUFF.205.4"	0	8.7189385566
chr1	60466462	"CUFF.206.1"	0	12.4727786036
chr1	61050553	"CUFF.209.1"	0	0.3263042542
chr1	63190165	"CUFF.224.3"	0	52.7757484888
chr1	65095131	"CUFF.230.2"	0	5.3588486886
chr1	68086550	"CUFF.242.1"	0	0.5289710508
chr1	68089175	"CUFF.243.1"	0	0.6768750227
chr1	68127309	"CUFF.244.1"	0	0.403252374
chr1	72205806	"CUFF.250.1"	0	5.323651884
chr1	72205806	"CUFF.250.3"	0	4.6278016921
chr1	73062609	"CUFF.257.1"	0	1.4528910505
chr1	73437979	"CUFF.259.1"	0	0.209083596
chr1	74172114	"CUFF.262.1"	0	2.8831125975
chr1	74172114	"CUFF.262.3"	0	2.6396068367
chr1	74393959	"CUFF.268.1"	0	0.6977517133
chr1	74589467	"CUFF.272.1"	0	0.0847280498
chr1	74589467	"CUFF.272.2"	0	0.5797003156
chr1	74634934	"CUFF.273.1"	0	3.9395710977
chr1	74634934	"CUFF.273.2"	0	2.9942165695
chr1	74648767	"CUFF.275.1"	0	0.2700381946
chr1	75167809	"CUFF.284.1"	0	1.1622557868
chr1	75173986	"CUFF.285.1"	0	0.2850126823
chr1	75188733	"CUFF.286.1"	0	23.20078384
chr1	75211640	"CUFF.288.1"	0	6.0966942875
chr1	66221902	"CUFF.293.3"	0	82.3455278784
chr1	75268801	"CUFF.294.2"	0	6.9185660036
chr1	75268801	"CUFF.294.3"	0	6.6987464374
chr1	75482423	"CUFF.301.1"	0	0.2913970388
chr1	75489234	"CUFF.302.1"	0	0.247955959
chr1	76492006	"CUFF.306.1"	0	0.5386355271
chr1	80442541	"CUFF.320.1"	0	2.064482698
chr1	88056619	"CUFF.338.1"	0	0.630041869
chr1	91351390	"CUFF.371.1"	0	1.3763310068
chr1	91622535	"CUFF.373.1"	0	1.462405188
chr1	89260542	"CUFF.376.2"	0	44.5969810061
chr1	92854709	"CUFF.378.1"	0	5.2570286043
chr1	92854709	"CUFF.378.2"	0	4.3335152027
chr1	93308059	"CUFF.384.1"	0	7.9756941624
chr1	93308059	"CUFF.384.3"	0	8.052391628
chr1	93308059	"CUFF.384.4"	0	9.0174270157
chr1	92663435	"CUFF.389.2"	0	8.8071626585
chr1	92663435	"CUFF.389.3"	0	10.5072733155
chr1	95917069	"CUFF.415.2"	0	6.7459644991
chr1	95408681	"CUFF.429.1"	0	45.9612447236
chr1	95464005	"CUFF.430.1"	0	4.6782874822
chr1	107887421	"CUFF.440.1"	0	0.2840680868
chr1	6477311	"CUFF.441.1"	0	96.3402750727
chr1	108895240	"CUFF.447.1"	0	0.299069652
chr1	109408086	"CUFF.450.3"	0	5.0634566326
chr1	120218440	"CUFF.461.1"	0	0.6433089286
chr1	120227189	"CUFF.462.1"	0	0.5687156189
chr1	122983982	"CUFF.480.1"	0	2.7322623375
chr1	122983982	"CUFF.480.3"	0	3.0218107219
chr1	129765350	"CUFF.496.1"	0	4.3840984204
chr1	129765350	"CUFF.496.2"	0	3.3723626769
chr1	130260302	"CUFF.497.1"	0	0.4481051639
chr1	132746308	"CUFF.505.1"	0	0.3026890567
chr1	132762353	"CUFF.508.1"	0	2.259739304
chr1	133724588	"CUFF.519.1"	0	5.2451286519
chr1	134356465	"CUFF.523.1"	0	0.4146842174
chr1	133859543	"CUFF.524.1"	0	14.6594640676
chr1	134461266	"CUFF.525.1"	0	88.5045526658
chr1	135206399	"CUFF.532.1"	0	6.6423623731
chr1	135206399	"CUFF.532.2"	0	7.0873821451
chr1	135521163	"CUFF.536.1"	0	0.2389452702
chr1	135793774	"CUFF.540.2"	0	4.3635819192
chr1	137337599	"CUFF.563.1"	0	0.3159663436
chr1	137355248	"CUFF.564.1"	0	0.1951893167
chr1	137732912	"CUFF.568.2"	0	7.4591451125
chr1	140721762	"CUFF.584.1"	0	9.552916759
chr1	142327961	"CUFF.587.1"	0	0.199451137
chr1	146091798	"CUFF.595.1"	0	4.9431384579
chr1	146091798	"CUFF.595.2"	0	5.2752275142
chr1	146091798	"CUFF.595.4"	0	5.4765818625
chr1	152268799	"CUFF.602.1"	0	0.2865463122
chr1	153418522	"CUFF.609.1"	0	0.6864016428
chr1	153550815	"CUFF.610.1"	0	0.57103938
chr1	155754157	"CUFF.625.1"	0	0.6141875051
chr1	155066051	"CUFF.632.1"	0	49.237067905
chr1	155066051	"CUFF.632.2"	0	31.3619041415
chr1	155096747	"CUFF.632.3"	0	39.0724467061
chr1	157851728	"CUFF.634.1"	0	2.0065902697
chr1	157851728	"CUFF.634.3"	0	4.2916121529
chr1	157887990	"CUFF.635.1"	0	207.4721733697
chr1	158240906	"CUFF.637.1"	0	0.4293740855
chr1	158358249	"CUFF.639.1"	0	1.6549925232
chr1	158583756	"CUFF.640.1"	0	0.6249397539
chr1	158608704	"CUFF.641.1"	0	9.5017532257
chr1	158488922	"CUFF.642.1"	0	2.0214061335
chr1	158488922	"CUFF.642.2"	0	2.2407591857
chr1	159029321	"CUFF.643.1"	0	2.341126792
chr1	158734296	"CUFF.644.1"	0	4.9302786208
chr1	158734296	"CUFF.644.2"	0	15.9209146448
chr1	159436927	"CUFF.645.1"	0	26.296402741
chr1	159436933	"CUFF.645.2"	0	7.361141716
chr1	160292440	"CUFF.646.1"	0	5.8215206947
chr1	161162468	"CUFF.647.1"	0	0.6788942646
chr1	161453900	"CUFF.648.1"	0	3.6804546057
chr1	162015162	"CUFF.649.1"	0	1.0330091845
chr1	162132502	"CUFF.650.1"	0	20.9036503417
chr1	162004884	"CUFF.652.1"	0	0.6240617185
chr1	162004884	"CUFF.652.2"	0	0.5727376928
chr1	162654167	"CUFF.654.1"	0	0.2424256797
chr1	162149319	"CUFF.655.1"	0	0.5035385315
chr1	162187219	"CUFF.655.2"	0	0.9401189417
chr1	162908739	"CUFF.656.1"	0	3.7260048203
chr1	162965305	"CUFF.658.1"	0	2.3116010633
chr1	162836550	"CUFF.657.1"	0	0.9540065285
chr1	162970766	"CUFF.659.1"	0	1.3445957414
chr1	163001022	"CUFF.660.1"	0	15.8300930676
chr1	163170242	"CUFF.661.1"	0	12.9398019157
chr1	163710822	"CUFF.662.1"	0	4.2118465725
chr1	163710822	"CUFF.662.2"	0	7.2861648683
chr1	163746246	"CUFF.663.1"	0	5.8917333581
chr1	163072842	"CUFF.664.1"	0	33.3413915217
chr1	163091767	"CUFF.666.1"	0	6.1636838049
chr1	163872219	"CUFF.667.1"	0	12.0765633245
chr1	163872219	"CUFF.667.2"	0	11.1140947686
chr1	163899098	"CUFF.668.1"	0	3.5807919179
chr1	164463848	"CUFF.669.1"	0	0.2173862123
chr1	164577377	"CUFF.670.1"	0	5.6678134186
chr1	164601919	"CUFF.672.1"	0	3.8031667006
chr1	164724018	"CUFF.673.1"	0	5.6333220599
chr1	164759691	"CUFF.674.1"	0	32.2830909871
chr1	163917432	"CUFF.675.1"	0	23.7401236184
chr1	164883947	"CUFF.678.1"	0	4.8842909435
chr1	165175367	"CUFF.679.1"	0	0.8644570209
chr1	165185486	"CUFF.680.1"	0	0.5261811117
chr1	164969222	"CUFF.681.1"	0	0.291518604
chr1	165315039	"CUFF.682.1"	0	10.9119720194
chr1	165633125	"CUFF.683.1"	0	8.2324516585
chr1	165709857	"CUFF.684.1"	0	1.032524219
chr1	165860198	"CUFF.685.1"	0	5.3646089667
chr1	166081990	"CUFF.686.1"	0	1.2952190502
chr1	166078706	"CUFF.687.1"	0	18.2003284306
chr1	166219948	"CUFF.688.1"	0	0.2843825254
chr1	166221474	"CUFF.689.1"	0	0.2937018009
chr1	166237805	"CUFF.690.1"	0	69.2800488436
chr1	166309497	"CUFF.691.1"	0	1.2815786419
chr1	166726862	"CUFF.692.1"	0	17.6207303763
chr1	166793251	"CUFF.693.1"	0	11.3278577903
chr1	166861781	"CUFF.694.1"	0	4.548062009
chr1	166996751	"CUFF.695.1"	0	9.3033078163
chr1	167225899	"CUFF.696.1"	0	8.7219213245
chr1	167259919	"CUFF.697.1"	0	0.3777417132
chr1	167415314	"CUFF.698.1"	0	5.334104485
chr1	167522311	"CUFF.699.1"	0	4.1734298149
chr1	167522311	"CUFF.699.2"	0	13.0687428446
chr1	167579079	"CUFF.700.1"	0	5.3900149836
chr1	167694013	"CUFF.701.1"	0	0.7883848195
chr1	165992206	"CUFF.702.1"	0	403.1717667409
chr1	165992206	"CUFF.702.2"	0	117.310406911
chr1	168028291	"CUFF.703.1"	0	2.7896215681
chr1	168131526	"CUFF.704.1"	0	2.0045180701
chr1	168323742	"CUFF.705.1"	0	8.9816058589
chr1	168323742	"CUFF.705.2"	0	10.0896139937
chr1	168413743	"CUFF.706.1"	0	144.7630183392
chr1	168904157	"CUFF.707.1"	0	12.0365873417
chr1	168931547	"CUFF.708.1"	0	45.3858666425
chr1	168931547	"CUFF.708.2"	0	8.4988917324
chr1	169156216	"CUFF.709.1"	0	11.2152390694
chr1	169238800	"CUFF.710.1"	0	22.6750685967
chr1	169238800	"CUFF.710.2"	0	103.8895223074
chr1	169246058	"CUFF.710.3"	0	23.4449588925
chr1	169528494	"CUFF.711.1"	0	10.2112282155
chr1	170049529	"CUFF.712.1"	0	0.2947047862
chr1	170051074	"CUFF.713.1"	0	0.1678109065
chr1	170087524	"CUFF.713.2"	0	0.2315841723
chr1	170087524	"CUFF.713.3"	0	0.0909258523
chr1	170085498	"CUFF.714.1"	0	0.2937138083
chr1	171671634	"CUFF.715.1"	0	1.0393653083
chr1	171859070	"CUFF.716.1"	0	5.2438533939
chr1	171879670	"CUFF.717.1"	0	0.8811308151
chr1	172072133	"CUFF.718.1"	0	47.8250864487
chr1	172129386	"CUFF.719.1"	0	96.8567647357
chr1	172207455	"CUFF.720.1"	0	36.6114995882
chr1	172228329	"CUFF.721.1"	0	4.3708320537
chr1	172247692	"CUFF.722.1"	0	0.3397072783
chr1	172257345	"CUFF.723.1"	0	4.9806948904
chr1	172519401	"CUFF.724.1"	0	0.651913928
chr1	172574687	"CUFF.725.1"	0	0.2546431692
chr1	172804318	"CUFF.726.1"	0	5.6651419918
chr1	172837419	"CUFF.727.1"	0	0.7481732896
chr1	172847727	"CUFF.728.1"	0	4.0700406557
chr1	172890688	"CUFF.729.1"	0	73.0145444454
chr1	172949056	"CUFF.730.1"	0	27.2731706489
chr1	172949069	"CUFF.730.2"	0	8.7828316299
chr1	172949158	"CUFF.730.3"	0	8.7966827999
chr1	172981311	"CUFF.731.1"	0	6.0294437484
chr1	173059288	"CUFF.732.1"	0	6.2515995205
chr1	173081977	"CUFF.733.1"	0	1.2196445688
chr1	173144104	"CUFF.734.1"	0	2.4146405006
chr1	173144104	"CUFF.734.2"	0	1.1552798904
chr1	173147937	"CUFF.735.1"	0	0.3127491588
chr1	173159702	"CUFF.736.1"	0	5.5619277113
chr1	173159702	"CUFF.736.2"	0	5.7851646266
chr1	173159702	"CUFF.736.3"	0	32.4561364484
chr1	173164990	"CUFF.737.1"	0	1.6638116689
chr1	173180552	"CUFF.738.1"	0	138.5435584887
chr1	173180552	"CUFF.738.2"	0	103.309896864
chr1	173200466	"CUFF.739.1"	0	3.9277056634
chr1	173207125	"CUFF.740.1"	0	30.6260616785
chr1	173218694	"CUFF.741.1"	0	6.0758593791
chr1	173259278	"CUFF.742.1"	0	1.7928174712
chr1	173271040	"CUFF.743.1"	0	2.8230852023
chr1	173288579	"CUFF.744.1"	0	25.9338670864
chr1	173300305	"CUFF.745.1"	0	4.769357032
chr1	173349164	"CUFF.746.1"	0	7.8053041541
chr1	173433610	"CUFF.747.1"	0	4.2668584154
chr1	173448288	"CUFF.748.1"	0	0.5062085655
chr1	173489323	"CUFF.749.1"	0	11.5064617266
chr1	173489323	"CUFF.749.2"	0	6.7957126854
chr1	173489407	"CUFF.749.3"	0	50.5258104729
chr1	173518743	"CUFF.750.1"	0	59.7942851523
chr1	173612197	"CUFF.751.1"	0	0.4685938019
chr1	173769840	"CUFF.752.1"	0	1.317296325
chr1	173847669	"CUFF.753.1"	0	5.7439361003
chr1	173934507	"CUFF.754.1"	0	0.7718618004
chr1	173982435	"CUFF.755.1"	0	2.0302354608
chr1	174012670	"CUFF.756.1"	0	1.786276035
chr1	174056886	"CUFF.757.1"	0	0.5262719
chr1	174056893	"CUFF.757.2"	0	0.6182553629
chr1	174140025	"CUFF.758.1"	0	5.9424462727
chr1	174153665	"CUFF.759.1"	0	2.0306902012
chr1	174201851	"CUFF.760.1"	0	0.4364728271
chr1	174306661	"CUFF.761.1"	0	257.3899603836
chr1	174412448	"CUFF.762.1"	0	2.8180333119
chr1	174430377	"CUFF.763.1"	0	1.518001898
